dateReferentiel;route;pr;depPr;concessionPr;abs;cumul;x;y;z;cote;Gestionnaire;Agence ;Fait;Ausculte;Structure
01/01/2024;N0568;33;13;N;0;33098;860776,1;6259405,02;0;G;DIRMED;PDB;Oui;Oui;6BBSG_2.5BBTM
01/01/2024;N0568;34;13;N;0;34126;861768,83;6259196,82;0;G;DIRMED;PDB;Oui;Oui;14GBVL_8GBVR_6BBSG_2.5BBTM
01/01/2024;N0568;35;13;N;0;35192;862836,33;6259223,85;0;G;DIRMED;PDB;Oui;Oui;14GBVL_8GBVR_6BBSG_2.5BBTM
01/01/2024;N0569;4;13;N;0;4371;861944,95;6280392,93;0;G;DIRMED;PDB;Non;Oui;Inconnu
01/01/2024;N0569;5;13;N;0;5374;861070,5;6279919,25;0;G;DIRMED;PDB;Non;Oui;Inconnu
01/01/2024;N0569;6;13;N;0;6361;860674,64;6279115,39;0;G;DIRMED;PDB;Non;Oui;Inconnu
01/01/2024;N0296;0;13;N;0;0;896340,11;6273107,44;0;G;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0296;1;13;N;0;1260;896644,1;6274305,86;0;G;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0296;2;13;N;0;2116;896253,71;6275100,7;0;G;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0296;3;13;N;0;2687;896421,53;6275339,07;0;G;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0296;4;13;N;0;3714;897183,49;6275939,15;0;G;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0296;5;13;N;0;4707;898052,31;6276409,9;0;G;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;A0501;0;13;N;0;0;907114,9;6246698,78;0;G;DIRMED;MARSEILLE;Non;Oui;Inconnu
01/01/2024;A0501;1;13;N;0;655;907570,91;6247155,3;0;G;DIRMED;MARSEILLE;Non;Oui;Inconnu
01/01/2024;A0501;2;13;N;0;1660;908171,26;6247947,36;0;G;DIRMED;MARSEILLE;Non;Oui;Inconnu
01/01/2024;N0113;0;34;N;0;41287;793924,87;6288924,09;0;I;DIRMED;PDB;Non;Oui;Inconnu
01/01/2024;N0113;1;34;N;0;42372;793166,25;6288175,8;0;I;DIRMED;PDB;Non;Oui;Inconnu
01/01/2024;N0113;2;34;N;0;43406;792416,9;6287520;0;I;DIRMED;PDB;Non;Oui;Inconnu
01/01/2024;N0113;3;34;N;0;44361;791724,8;6287061,67;0;I;DIRMED;PDB;Non;Oui;Inconnu
01/01/2024;N0113;4;34;N;0;45397;790803,5;6287018,97;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;5;34;N;0;46377;789837,48;6287218,02;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;6;34;N;0;47393;788840,55;6287407,95;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;7;34;N;0;48398;787886,7;6287220,73;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;8;34;N;0;49359;786992,6;6286894,34;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;9;34;N;0;50410;785964,5;6286783,47;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;10;34;N;0;51414;785069,35;6286696,05;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;11;34;N;0;52579;784235,81;6285884,53;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;12;34;N;0;53582;783340,24;6285416,68;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;13;34;N;0;54585;782403,63;6285092,13;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;14;34;N;0;55582;781460,52;6284770,69;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;31;30;N;0;20984;806897,16;6302099,55;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;33;30;N;0;23193;806173,77;6300262,69;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;34;30;N;0;24399;805690,22;6299213,17;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;35;30;N;0;25608;804583,07;6299125,16;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;36;30;N;0;26830;803671,35;6298349,26;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;37;30;N;0;27822;803058,31;6297558,26;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;38;30;N;0;28980;803095,51;6296475,41;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;39;30;N;0;30153;802401,29;6295576,08;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;40;30;N;0;31324;801429,66;6294981,57;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;41;30;N;0;32479;800550,98;6294520,16;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;42;30;N;0;33473;799791,5;6293878,83;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;43;30;N;0;34475;799027,87;6293230,62;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;44;30;N;0;35469;798192,23;6292703,52;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;45;30;N;0;36470;797403,52;6292087,95;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;46;30;N;0;37464;796751,49;6291365,3;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;47;30;N;0;38472;796183;6290536,83;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;48;30;N;0;39480;795424,31;6289918,84;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0113;49;30;N;0;40487;794592,37;6289365,45;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;0;13;N;0;0;863203,62;6284562,25;0;I;DIRMED;PDB;Oui;Non;Inconnu
01/01/2024;N0569;1;13;N;0;1413;862897,26;6283170,95;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;2;13;N;0;2377;862680,38;6282197,76;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;3;13;N;0;3372;862395,99;6281247,66;0;I;DIRMED;PDB;Oui;Non;8GB_7BBSG
01/01/2024;N0569;7;13;N;0;7502;860419,81;6278013,69;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;8;13;N;0;8501;860284,68;6277036,49;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;9;13;N;0;9501;859749,57;6276204,68;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;10;13;N;0;10500;859086,59;6275462,09;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;11;13;N;0;11497;858415,73;6274727,39;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;12;13;N;0;12497;858078,39;6273794,77;0;I;DIRMED;PDB;Oui;Non;14GB_7BBSG
01/01/2024;N0569;13;13;N;0;13496;858289,11;6272822,11;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;14;13;N;0;14494;858577,64;6271866,5;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;15;13;N;0;15414;858784,41;6270898,88;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;16;13;N;0;16412;858922,02;6269910,88;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;17;13;N;0;17407;859055,53;6268923,99;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;18;13;N;0;18348;858999,78;6267939,71;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;19;13;N;0;19039;858900,06;6267253,08;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;20;13;N;0;20036;858469,28;6266375,09;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;21;13;N;0;21030;857961,61;6265559,75;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;22;13;N;0;21885;857164,23;6265283,66;0;I;DIRMED;PDB;Non;Non;Inconnu
01/01/2024;N0569;23;13;N;0;22903;856289,24;6264867,87;0;I;DIRMED;PDB;Non;Non;Inconnu
